Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
ESTONIA,2018 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20250930,10
ESTONIA,2018 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20250930,10
ESTONIA,2018 Q1,Reinsurers' share,Non-Life,R0440,0.0,20250930,10
ESTONIA,2018 Q1,Net,Non-Life,R0500,0.141906,20250930,10
ESTONIA,2018 Q1,Expenses incurred,Non-Life,R0550,36.918316,20250930,10
ESTONIA,2018 Q1,Other expenses,Non-Life,R1200,0.670798,20250930,10
ESTONIA,2018 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20250930,10
ESTONIA,2018 Q1,Total technical expenses,Non-Life,R1300,37.589114,20250930,10
ESTONIA,2018 Q1,Premiums written,Life,R1401,,20250930,10
ESTONIA,2018 Q1,Gross,Life,R1410,52.218663,20250930,10
ESTONIA,2018 Q1,Reinsurers' share,Life,R1420,0.842683,20250930,10
ESTONIA,2018 Q1,Net,Life,R1500,51.37598,20250930,10
ESTONIA,2018 Q1,Premiums earned,Life,R1501,,20250930,10
ESTONIA,2018 Q1,Gross,Life,R1510,52.221175,20250930,10
ESTONIA,2018 Q1,Reinsurers' share,Life,R1520,0.842734,20250930,10
ESTONIA,2018 Q1,Net,Life,R1600,51.378441,20250930,10
ESTONIA,2018 Q1,Claims incurred,Life,R1601,,20250930,10
ESTONIA,2018 Q1,Gross,Life,R1610,26.12067,20250930,10
ESTONIA,2018 Q1,Reinsurers' share,Life,R1620,1.146521,20250930,10
ESTONIA,2018 Q1,Net,Life,R1700,24.974149,20250930,10
ESTONIA,2018 Q1,Changes in other technical provisions,Life,R1701,,20250930,10
ESTONIA,2018 Q1,Gross,Life,R1710,3.925586,20250930,10
ESTONIA,2018 Q1,Reinsurers' share,Life,R1720,0.0,20250930,10
ESTONIA,2018 Q1,Net,Life,R1800,3.925586,20250930,10
ESTONIA,2018 Q1,Expenses incurred,Life,R1900,7.181369,20250930,10
ESTONIA,2018 Q1,Other expenses,Life,R2500,0.116626,20250930,10
ESTONIA,2018 Q1,Balance - other technical expenses/income,Life,R2510,,20250930,10
ESTONIA,2018 Q1,Total technical expenses,Life,R2600,7.297995,20250930,10
ESTONIA,2018 Q1,Net Combined Ratio,Non-Life,Z0001,0.9,20250930,10
ESTONIA,2018 Q1,Net Expense Ratio,Non-Life,Z0002,0.3,20250930,10
ESTONIA,2018 Q2,Premiums written,Non-Life,R0101,,20250930,10
ESTONIA,2018 Q2,Gross - Direct Business,Non-Life,R0110,300.86909,20250930,10
ESTONIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,0.026213,20250930,10
ESTONIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Non-Life,R0140,20.907336,20250930,10
ESTONIA,2018 Q2,Net,Non-Life,R0200,279.987967,20250930,10
ESTONIA,2018 Q2,Premiums earned,Non-Life,R0201,,20250930,10
ESTONIA,2018 Q2,Gross - Direct Business,Non-Life,R0210,267.419046,20250930,10
ESTONIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,0.022968,20250930,10
ESTONIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Non-Life,R0240,17.684957,20250930,10
ESTONIA,2018 Q2,Net,Non-Life,R0300,249.757057,20250930,10
ESTONIA,2018 Q2,Claims incurred,Non-Life,R0301,,20250930,10
ESTONIA,2018 Q2,Gross - Direct Business,Non-Life,R0310,154.388023,20250930,10
ESTONIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,0.000745,20250930,10
ESTONIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.027146,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Non-Life,R0340,7.43268,20250930,10
ESTONIA,2018 Q2,Net,Non-Life,R0400,146.928942,20250930,10
ESTONIA,2018 Q2,Changes in other technical provisions,Non-Life,R0401,,20250930,10
ESTONIA,2018 Q2,Gross - Direct Business,Non-Life,R0410,0.219567,20250930,10
ESTONIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20250930,10
ESTONIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Non-Life,R0440,0.0,20250930,10
ESTONIA,2018 Q2,Net,Non-Life,R0500,0.219567,20250930,10
ESTONIA,2018 Q2,Expenses incurred,Non-Life,R0550,74.33104,20250930,10
ESTONIA,2018 Q2,Other expenses,Non-Life,R1200,0.1179,20250930,10
ESTONIA,2018 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20250930,10
ESTONIA,2018 Q2,Total technical expenses,Non-Life,R1300,74.448941,20250930,10
ESTONIA,2018 Q2,Premiums written,Life,R1401,,20250930,10
ESTONIA,2018 Q2,Gross,Life,R1410,104.010352,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Life,R1420,1.695248,20250930,10
ESTONIA,2018 Q2,Net,Life,R1500,102.315104,20250930,10
ESTONIA,2018 Q2,Premiums earned,Life,R1501,,20250930,10
ESTONIA,2018 Q2,Gross,Life,R1510,104.017493,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Life,R1520,1.695282,20250930,10
ESTONIA,2018 Q2,Net,Life,R1600,102.322211,20250930,10
ESTONIA,2018 Q2,Claims incurred,Life,R1601,,20250930,10
ESTONIA,2018 Q2,Gross,Life,R1610,54.0622,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Life,R1620,1.600284,20250930,10
ESTONIA,2018 Q2,Net,Life,R1700,52.461916,20250930,10
ESTONIA,2018 Q2,Changes in other technical provisions,Life,R1701,,20250930,10
ESTONIA,2018 Q2,Gross,Life,R1710,26.407867,20250930,10
ESTONIA,2018 Q2,Reinsurers' share,Life,R1720,0.0,20250930,10
ESTONIA,2018 Q2,Net,Life,R1800,26.407867,20250930,10
ESTONIA,2018 Q2,Expenses incurred,Life,R1900,15.082635,20250930,10
ESTONIA,2018 Q2,Other expenses,Life,R2500,0.224107,20250930,10
ESTONIA,2018 Q2,Balance - other technical expenses/income,Life,R2510,,20250930,10
ESTONIA,2018 Q2,Total technical expenses,Life,R2600,15.306742,20250930,10
ESTONIA,2018 Q2,Net Combined Ratio,Non-Life,Z0001,0.89,20250930,10
ESTONIA,2018 Q2,Net Expense Ratio,Non-Life,Z0002,0.3,20250930,10
ESTONIA,2018 Q3,Premiums written,Non-Life,R0101,,20250930,10
ESTONIA,2018 Q3,Gross - Direct Business,Non-Life,R0110,441.237676,20250930,10
ESTONIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,0.026213,20250930,10
ESTONIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Non-Life,R0140,30.451718,20250930,10
ESTONIA,2018 Q3,Net,Non-Life,R0200,410.812171,20250930,10
ESTONIA,2018 Q3,Premiums earned,Non-Life,R0201,,20250930,10
ESTONIA,2018 Q3,Gross - Direct Business,Non-Life,R0210,410.572653,20250930,10
ESTONIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,0.018929,20250930,10
ESTONIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Non-Life,R0240,27.695659,20250930,10
ESTONIA,2018 Q3,Net,Non-Life,R0300,382.895923,20250930,10
ESTONIA,2018 Q3,Claims incurred,Non-Life,R0301,,20250930,10
ESTONIA,2018 Q3,Gross - Direct Business,Non-Life,R0310,242.375885,20250930,10
ESTONIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,0.000621,20250930,10
ESTONIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,-0.027146,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Non-Life,R0340,18.497888,20250930,10
ESTONIA,2018 Q3,Net,Non-Life,R0400,223.851472,20250930,10
ESTONIA,2018 Q3,Changes in other technical provisions,Non-Life,R0401,,20250930,10
ESTONIA,2018 Q3,Gross - Direct Business,Non-Life,R0410,0.140829,20250930,10
ESTONIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20250930,10
ESTONIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Non-Life,R0440,0.0,20250930,10
ESTONIA,2018 Q3,Net,Non-Life,R0500,0.140829,20250930,10
ESTONIA,2018 Q3,Expenses incurred,Non-Life,R0550,111.177877,20250930,10
ESTONIA,2018 Q3,Other expenses,Non-Life,R1200,0.162632,20250930,10
ESTONIA,2018 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20250930,10
ESTONIA,2018 Q3,Total technical expenses,Non-Life,R1300,111.340508,20250930,10
ESTONIA,2018 Q3,Premiums written,Life,R1401,,20250930,10
ESTONIA,2018 Q3,Gross,Life,R1410,156.418855,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Life,R1420,2.539425,20250930,10
ESTONIA,2018 Q3,Net,Life,R1500,153.87943,20250930,10
ESTONIA,2018 Q3,Premiums earned,Life,R1501,,20250930,10
ESTONIA,2018 Q3,Gross,Life,R1510,156.440024,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Life,R1520,2.539749,20250930,10
ESTONIA,2018 Q3,Net,Life,R1600,153.900275,20250930,10
ESTONIA,2018 Q3,Claims incurred,Life,R1601,,20250930,10
ESTONIA,2018 Q3,Gross,Life,R1610,78.961936,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Life,R1620,2.753701,20250930,10
ESTONIA,2018 Q3,Net,Life,R1700,76.208235,20250930,10
ESTONIA,2018 Q3,Changes in other technical provisions,Life,R1701,,20250930,10
ESTONIA,2018 Q3,Gross,Life,R1710,46.355146,20250930,10
ESTONIA,2018 Q3,Reinsurers' share,Life,R1720,0.0,20250930,10
ESTONIA,2018 Q3,Net,Life,R1800,46.355146,20250930,10
ESTONIA,2018 Q3,Expenses incurred,Life,R1900,22.196692,20250930,10
ESTONIA,2018 Q3,Other expenses,Life,R2500,0.34875,20250930,10
ESTONIA,2018 Q3,Balance - other technical expenses/income,Life,R2510,,20250930,10
ESTONIA,2018 Q3,Total technical expenses,Life,R2600,22.545442,20250930,10
ESTONIA,2018 Q3,Net Combined Ratio,Non-Life,Z0001,0.87,20250930,10
ESTONIA,2018 Q3,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,10
ESTONIA,2018 Q4,Premiums written,Non-Life,R0101,,20250930,10
ESTONIA,2018 Q4,Gross - Direct Business,Non-Life,R0110,586.018159,20250930,10
ESTONIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,0.039662,20250930,10
ESTONIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Non-Life,R0140,40.775138,20250930,10
ESTONIA,2018 Q4,Net,Non-Life,R0200,545.282682,20250930,10
ESTONIA,2018 Q4,Premiums earned,Non-Life,R0201,,20250930,10
ESTONIA,2018 Q4,Gross - Direct Business,Non-Life,R0210,554.823045,20250930,10
ESTONIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,0.037844,20250930,10
ESTONIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Non-Life,R0240,38.601378,20250930,10
ESTONIA,2018 Q4,Net,Non-Life,R0300,516.25951,20250930,10
ESTONIA,2018 Q4,Claims incurred,Non-Life,R0301,,20250930,10
ESTONIA,2018 Q4,Gross - Direct Business,Non-Life,R0310,321.343316,20250930,10
ESTONIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,0.001554,20250930,10
ESTONIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Non-Life,R0340,24.922197,20250930,10
ESTONIA,2018 Q4,Net,Non-Life,R0400,296.422672,20250930,10
ESTONIA,2018 Q4,Changes in other technical provisions,Non-Life,R0401,,20250930,10
ESTONIA,2018 Q4,Gross - Direct Business,Non-Life,R0410,-0.241941,20250930,10
ESTONIA,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20250930,10
ESTONIA,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Non-Life,R0440,0.0,20250930,10
ESTONIA,2018 Q4,Net,Non-Life,R0500,-0.241941,20250930,10
ESTONIA,2018 Q4,Expenses incurred,Non-Life,R0550,152.676984,20250930,10
ESTONIA,2018 Q4,Other expenses,Non-Life,R1200,0.202279,20250930,10
ESTONIA,2018 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20250930,10
ESTONIA,2018 Q4,Total technical expenses,Non-Life,R1300,152.879263,20250930,10
ESTONIA,2018 Q4,Premiums written,Life,R1401,,20250930,10
ESTONIA,2018 Q4,Gross,Life,R1410,221.360676,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Life,R1420,3.477708,20250930,10
ESTONIA,2018 Q4,Net,Life,R1500,217.882969,20250930,10
ESTONIA,2018 Q4,Premiums earned,Life,R1501,,20250930,10
ESTONIA,2018 Q4,Gross,Life,R1510,221.389838,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Life,R1520,3.47782,20250930,10
ESTONIA,2018 Q4,Net,Life,R1600,217.912019,20250930,10
ESTONIA,2018 Q4,Claims incurred,Life,R1601,,20250930,10
ESTONIA,2018 Q4,Gross,Life,R1610,108.668864,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Life,R1620,3.550745,20250930,10
ESTONIA,2018 Q4,Net,Life,R1700,105.118119,20250930,10
ESTONIA,2018 Q4,Changes in other technical provisions,Life,R1701,,20250930,10
ESTONIA,2018 Q4,Gross,Life,R1710,34.469335,20250930,10
ESTONIA,2018 Q4,Reinsurers' share,Life,R1720,36.002286,20250930,10
ESTONIA,2018 Q4,Net,Life,R1800,-1.532951,20250930,10
ESTONIA,2018 Q4,Expenses incurred,Life,R1900,30.340761,20250930,10
ESTONIA,2018 Q4,Other expenses,Life,R2500,0.498759,20250930,10
ESTONIA,2018 Q4,Balance - other technical expenses/income,Life,R2510,,20250930,10
ESTONIA,2018 Q4,Total technical expenses,Life,R2600,30.83952,20250930,10
ESTONIA,2018 Q4,Net Combined Ratio,Non-Life,Z0001,0.87,20250930,10
ESTONIA,2018 Q4,Net Expense Ratio,Non-Life,Z0002,0.3,20250930,10
ESTONIA,2019 Q1,Premiums written,Non-Life,R0101,,20250930,10
ESTONIA,2019 Q1,Gross - Direct Business,Non-Life,R0110,163.600557,20250930,10
ESTONIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,0.0,20250930,10
ESTONIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Non-Life,R0140,12.541256,20250930,10
ESTONIA,2019 Q1,Net,Non-Life,R0200,151.0593,20250930,10
ESTONIA,2019 Q1,Premiums earned,Non-Life,R0201,,20250930,10
ESTONIA,2019 Q1,Gross - Direct Business,Non-Life,R0210,143.44077,20250930,10
ESTONIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,0.0,20250930,10
ESTONIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Non-Life,R0240,10.099789,20250930,10
ESTONIA,2019 Q1,Net,Non-Life,R0300,133.340981,20250930,10
ESTONIA,2019 Q1,Claims incurred,Non-Life,R0301,,20250930,10
ESTONIA,2019 Q1,Gross - Direct Business,Non-Life,R0310,92.093112,20250930,10
ESTONIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,0.0,20250930,10
ESTONIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Non-Life,R0340,9.315304,20250930,10
ESTONIA,2019 Q1,Net,Non-Life,R0400,82.777808,20250930,10
ESTONIA,2019 Q1,Changes in other technical provisions,Non-Life,R0401,,20250930,10
ESTONIA,2019 Q1,Gross - Direct Business,Non-Life,R0410,-0.399696,20250930,10
ESTONIA,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20250930,10
ESTONIA,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Non-Life,R0440,0.0,20250930,10
ESTONIA,2019 Q1,Net,Non-Life,R0500,-0.399696,20250930,10
ESTONIA,2019 Q1,Expenses incurred,Non-Life,R0550,39.106291,20250930,10
ESTONIA,2019 Q1,Other expenses,Non-Life,R1200,0.055666,20250930,10
ESTONIA,2019 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20250930,10
ESTONIA,2019 Q1,Total technical expenses,Non-Life,R1300,39.161957,20250930,10
ESTONIA,2019 Q1,Premiums written,Life,R1401,,20250930,10
ESTONIA,2019 Q1,Gross,Life,R1410,56.055745,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Life,R1420,0.926866,20250930,10
ESTONIA,2019 Q1,Net,Life,R1500,55.128878,20250930,10
ESTONIA,2019 Q1,Premiums earned,Life,R1501,,20250930,10
ESTONIA,2019 Q1,Gross,Life,R1510,56.059694,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Life,R1520,0.926889,20250930,10
ESTONIA,2019 Q1,Net,Life,R1600,55.132804,20250930,10
ESTONIA,2019 Q1,Claims incurred,Life,R1601,,20250930,10
ESTONIA,2019 Q1,Gross,Life,R1610,27.972852,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Life,R1620,0.982359,20250930,10
ESTONIA,2019 Q1,Net,Life,R1700,26.990494,20250930,10
ESTONIA,2019 Q1,Changes in other technical provisions,Life,R1701,,20250930,10
ESTONIA,2019 Q1,Gross,Life,R1710,61.66959,20250930,10
ESTONIA,2019 Q1,Reinsurers' share,Life,R1720,0.0,20250930,10
ESTONIA,2019 Q1,Net,Life,R1800,61.66959,20250930,10
ESTONIA,2019 Q1,Expenses incurred,Life,R1900,7.175873,20250930,10
ESTONIA,2019 Q1,Other expenses,Life,R2500,0.0,20250930,10
ESTONIA,2019 Q1,Balance - other technical expenses/income,Life,R2510,,20250930,10
ESTONIA,2019 Q1,Total technical expenses,Life,R2600,7.175873,20250930,10
ESTONIA,2019 Q1,Net Combined Ratio,Non-Life,Z0001,0.91,20250930,10
ESTONIA,2019 Q1,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,10
ESTONIA,2019 Q2,Premiums written,Non-Life,R0101,,20250930,10
ESTONIA,2019 Q2,Gross - Direct Business,Non-Life,R0110,317.45533,20250930,10
ESTONIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,0.0,20250930,10
ESTONIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Non-Life,R0140,23.040723,20250930,10
ESTONIA,2019 Q2,Net,Non-Life,R0200,294.414607,20250930,10
ESTONIA,2019 Q2,Premiums earned,Non-Life,R0201,,20250930,10
ESTONIA,2019 Q2,Gross - Direct Business,Non-Life,R0210,292.591367,20250930,10
ESTONIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,0.0,20250930,10
ESTONIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Non-Life,R0240,20.856803,20250930,10
ESTONIA,2019 Q2,Net,Non-Life,R0300,271.734564,20250930,10
ESTONIA,2019 Q2,Claims incurred,Non-Life,R0301,,20250930,10
ESTONIA,2019 Q2,Gross - Direct Business,Non-Life,R0310,175.709407,20250930,10
ESTONIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,0.0,20250930,10
ESTONIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Non-Life,R0340,14.625209,20250930,10
ESTONIA,2019 Q2,Net,Non-Life,R0400,161.084198,20250930,10
ESTONIA,2019 Q2,Changes in other technical provisions,Non-Life,R0401,,20250930,10
ESTONIA,2019 Q2,Gross - Direct Business,Non-Life,R0410,-0.409706,20250930,10
ESTONIA,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.0,20250930,10
ESTONIA,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Non-Life,R0440,0.0,20250930,10
ESTONIA,2019 Q2,Net,Non-Life,R0500,-0.409706,20250930,10
ESTONIA,2019 Q2,Expenses incurred,Non-Life,R0550,78.571322,20250930,10
ESTONIA,2019 Q2,Other expenses,Non-Life,R1200,0.13562,20250930,10
ESTONIA,2019 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20250930,10
ESTONIA,2019 Q2,Total technical expenses,Non-Life,R1300,78.706942,20250930,10
ESTONIA,2019 Q2,Premiums written,Life,R1401,,20250930,10
ESTONIA,2019 Q2,Gross,Life,R1410,114.110898,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Life,R1420,2.004597,20250930,10
ESTONIA,2019 Q2,Net,Life,R1500,112.106301,20250930,10
ESTONIA,2019 Q2,Premiums earned,Life,R1501,,20250930,10
ESTONIA,2019 Q2,Gross,Life,R1510,114.122201,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Life,R1520,2.004831,20250930,10
ESTONIA,2019 Q2,Net,Life,R1600,112.11737,20250930,10
ESTONIA,2019 Q2,Claims incurred,Life,R1601,,20250930,10
ESTONIA,2019 Q2,Gross,Life,R1610,56.979287,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Life,R1620,1.299215,20250930,10
ESTONIA,2019 Q2,Net,Life,R1700,55.680072,20250930,10
ESTONIA,2019 Q2,Changes in other technical provisions,Life,R1701,,20250930,10
ESTONIA,2019 Q2,Gross,Life,R1710,68.061943,20250930,10
ESTONIA,2019 Q2,Reinsurers' share,Life,R1720,0.0,20250930,10
ESTONIA,2019 Q2,Net,Life,R1800,68.061943,20250930,10
ESTONIA,2019 Q2,Expenses incurred,Life,R1900,14.967584,20250930,10
ESTONIA,2019 Q2,Other expenses,Life,R2500,0.0,20250930,10
ESTONIA,2019 Q2,Balance - other technical expenses/income,Life,R2510,,20250930,10
ESTONIA,2019 Q2,Total technical expenses,Life,R2600,14.967584,20250930,10
ESTONIA,2019 Q2,Net Combined Ratio,Non-Life,Z0001,0.88,20250930,10
ESTONIA,2019 Q2,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,10
ESTONIA,2019 Q3,Premiums written,Non-Life,R0101,,20250930,10
ESTONIA,2019 Q3,Gross - Direct Business,Non-Life,R0110,464.481677,20250930,10
ESTONIA,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,0.021812,20250930,10
ESTONIA,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,0.0,20250930,10
ESTONIA,2019 Q3,Reinsurers' share,Non-Life,R0140,33.173172,20250930,10
ESTONIA,2019 Q3,Net,Non-Life,R0200,431.330317,20250930,10
ESTONIA,2019 Q3,Premiums earned,Non-Life,R0201,,20250930,10
ESTONIA,2019 Q3,Gross - Direct Business,Non-Life,R0210,446.023639,20250930,10
ESTONIA,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,0.012753,20250930,10
ESTONIA,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,0.0,20250930,10
ESTONIA,2019 Q3,Reinsurers' share,Non-Life,R0240,31.906625,20250930,10
ESTONIA,2019 Q3,Net,Non-Life,R0300,414.129767,20250930,10
ESTONIA,2019 Q3,Claims incurred,Non-Life,R0301,,20250930,10
ESTONIA,2019 Q3,Gross - Direct Business,Non-Life,R0310,259.256253,20250930,10
ESTONIA,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,0.001595,20250930,10
ESTONIA,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,0.0,20250930,10
ESTONIA,2019 Q3,Reinsurers' share,Non-Life,R0340,19.614431,20250930,10
ESTONIA,2019 Q3,Net,Non-Life,R0400,239.643417,20250930,10
ESTONIA,2019 Q3,Changes in other technical provisions,Non-Life,R0401,,20250930,10
ESTONIA,2019 Q3,Gross - Direct Business,Non-Life,R0410,-0.424093,20250930,10
